,latitude,longitude,cities,countrycode,kmeans_label,db_label
205,34.13973,-118.03533999999999,Arcadia,US,0,0
206,51.75222,-1.25596,Oxford,GB,2,2
207,32.2207,-98.20226,Stephenville,US,0,0
208,41.82399,-71.41283,Providence,US,0,0
209,42.30008,-83.01654,Windsor,CA,0,0
210,30.833340000000003,-83.28031999999999,Valdosta,US,0,0
211,25.72149,-80.26838000000001,Coral Gables,US,0,0
212,41.39482,-73.45401,Danbury,US,0,0
213,32.64005,-117.0842,Chula Vista,US,0,0
214,38.86456,-77.18776,Jefferson,US,0,0
215,36.17497,-115.13722,Las Vegas,US,0,0
216,26.71534,-80.05337,West Palm Beach,US,0,0
217,30.694359999999996,-88.04305,Mobile,US,0,0
218,29.21081,-81.02283,Daytona Beach,US,0,0
219,46.516000000000005,6.63282,Lausanne,CH,2,2
220,13.35,123.55,San Jose,PH,1,1
221,37.780879999999996,-90.42179,Farmington,US,0,0
222,40.6976,-74.2632,Union,US,0,0
223,-35.026920000000004,117.88368999999999,Albany,AU,1,-1
224,6.33732,-75.55795,Bello,CO,3,0
225,53.57532,10.01534,Hamburg,DE,2,2
226,29.193659999999998,-108.14684,Madera,MX,0,0
227,33.57786,-101.85517,Lubbock,US,0,0
228,43.6135,-116.20345,Boise,US,0,0
229,6.45407,3.3946699999999996,Lagos,NG,2,5
230,7.377560000000001,3.90591,Ibadan,NG,2,5
231,52.48141999999999,-1.89983,Birmingham,GB,2,2
232,38.624559999999995,-76.93914000000001,Waldorf,US,0,0
235,39.68372,-75.74965999999999,Newark,US,0,0
236,39.534909999999996,-119.75268999999999,Sparks,US,0,0
237,52.52437,13.41053,Berlin,DE,2,2
238,34.17426,-97.14363,Ardmore,US,0,0
239,3.3223,-76.2348,Florida,CO,3,0
240,48.409079999999996,2.7017700000000002,Fontainebleau,FR,2,2
241,33.15067,-96.82361,Frisco,US,0,0
242,25.07725,55.30927,Dubai,AE,2,4
243,34.56454,-92.58683,Benton,US,0,0
244,51.05011,-114.08528999999999,Calgary,CA,0,0
245,25.86898,-80.21699,Pinewood,US,0,0
246,46.05108,14.50513,Ljubljana,SI,2,2
247,35.694390000000006,51.42151,Tehran,IR,2,4
249,37.98704,-1.13004,Murcia,ES,2,2
250,51.38132,1.3861700000000001,Margate,GB,2,2
251,37.22793,-77.40193000000001,Petersburg,US,0,0
253,48.208490000000005,16.37208,Vienna,AT,2,2
254,-33.283970000000004,149.10018,Orange,AU,1,3
255,-37.81819,145.00176000000002,Richmond,AU,1,3
256,21.149720000000002,-101.6225,Medina,MX,0,0
258,25.97205,-100.45029,Hidalgo,MX,0,0
259,26.0112,-80.14949,Hollywood,US,0,0
260,17.06542,-96.72365,Oaxaca,MX,0,0
261,54.776759999999996,-1.57566,Durham,GB,2,2
262,24.993679999999998,121.29696000000001,Taoyuan City,TW,1,1
263,32.84727,-117.2742,La Jolla,US,0,0
264,41.763709999999996,-72.68509,Hartford,US,0,0
265,41.635259999999995,-70.92701,New Bedford,US,0,0
266,36.15398,-95.99277,Tulsa,US,0,0
267,39.76838,-86.15804,Indianapolis,US,0,0
268,23.7104,90.40744000000001,Dhaka,BD,1,1
269,-35.026920000000004,117.88368999999999,Albany,AU,1,-1
271,33.45049,-88.81961,Starkville,US,0,0
273,-17.80309,177.41617,Nadi,FJ,1,6
274,9.08939,-79.3831,Tocumen,PA,3,0
275,11.56245,104.91601000000001,Phnom Penh,KH,1,1
276,53.174769999999995,5.42244,Harlingen,NL,2,2
277,10.968539999999999,-74.78132,Barranquilla,CO,3,0
278,43.0389,-87.90647,Milwaukee,US,0,0
279,51.9225,4.47917,Rotterdam,NL,2,2
280,32.735690000000005,-97.10807,Arlington,US,0,0
281,-7.80139,110.36471999999999,Yogyakarta,ID,1,1
282,53.333059999999996,-6.24889,Dublin,IE,2,2
