,latitude,longitude,cluster_label
0,36.158680459090895,-119.5386766545455,0
1,27.724146101910826,-81.67509935668791,1
2,45.694454,-93.900192,2
3,31.070925534782603,-97.55068105217389,3
4,42.30804229133859,-71.551120488189,4
5,40.523152958333334,-88.74637996527778,5
6,47.392338561403506,-121.47100382456138,6
7,39.20203617021278,-105.36855961702132,7
8,33.700140157894744,-111.49888615789469,8
9,39.94082554,-76.92069348,9
10,33.461853863013694,-116.53092034246576,10
11,37.650712848484844,-96.24731454545453,11
12,41.606754936507954,-74.61249755555559,12
13,46.706066043478266,-90.37032347826089,13
14,34.5550718,-87.63645719999998,14
15,44.572020999999985,-122.07093799999997,15
16,37.68326859649123,-121.87554,16
17,37.88977055813954,-78.04949990697673,17
